"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NR2F2",1.47740550556847e-197,0.302914964261723,0.232,0.014,3.22872199186933e-193,"Enterocyte","NR2F2"
"RPL36AL.4",1.52445936441878e-197,0.639463727683784,0.784,0.151,3.3315534950008e-193,"Enterocyte","RPL36AL"
"NCL",1.59538054542604e-197,0.319980426016817,0.549,0.079,3.48654464397408e-193,"Enterocyte","NCL"
"UPP1",1.85710828151197e-197,0.484346222788444,0.176,0.007,4.05852443841626e-193,"Enterocyte","UPP1"
"HMG20B.2",2.22904991461151e-197,0.453555351120995,0.352,0.034,4.871365683392e-193,"Enterocyte","HMG20B"
"ARFGAP3",2.30232560991107e-197,0.357794964504576,0.448,0.054,5.03150238789964e-193,"Enterocyte","ARFGAP3"
"BSPRY",4.34914085449997e-197,0.274743980046145,0.368,0.037,9.50461242342424e-193,"Enterocyte","BSPRY"
"SDCBP.1",4.66102409842819e-197,0.298715837237272,0.536,0.075,1.0186202064705e-192,"Enterocyte","SDCBP"
"DNAJB1.4",7.8968263642566e-197,0.277549211680989,0.712,0.122,1.72577243364464e-192,"Enterocyte","DNAJB1"
"RTF1",8.09865676464669e-197,0.270292896644452,0.328,0.029,1.76988044934589e-192,"Enterocyte","RTF1"
"TRAPPC5.2",9.17032502747566e-197,0.424013716051466,0.475,0.061,2.00408283150453e-192,"Enterocyte","TRAPPC5"
"ATP5F1B.2",9.89053417659117e-197,0.460942193757905,0.739,0.134,2.16147733895223e-192,"Enterocyte","ATP5F1B"
"KCNQ3",1.3003842789334e-196,0.266862903334309,0.147,0.005,2.84185980318105e-192,"Enterocyte","KCNQ3"
"CARD19",1.44268032960923e-196,0.293954800721379,0.245,0.016,3.15283359232802e-192,"Enterocyte","CARD19"
"PHC2.2",2.04997314514637e-196,0.517388911625709,0.427,0.05,4.48001131140288e-192,"Enterocyte","PHC2"
"MAFF.3",3.03983155615346e-196,0.404326215893112,0.56,0.082,6.64324788281777e-192,"Enterocyte","MAFF"
"SSR3.3",4.16154677434928e-196,0.313102218294121,0.573,0.086,9.09464432066291e-192,"Enterocyte","SSR3"
"PICALM",4.30482036237423e-196,0.258871464367252,0.397,0.043,9.40775441993264e-192,"Enterocyte","PICALM"
"RHEB.1",4.59695515282745e-196,0.367178155119376,0.523,0.072,1.00461857909891e-191,"Enterocyte","RHEB"
"IGF2R",6.28437628602186e-196,0.335189670348473,0.381,0.04,1.37338759354722e-191,"Enterocyte","IGF2R"
"ARPC1B.3",7.45566948571628e-196,0.484710895818048,0.723,0.128,1.62936200940844e-191,"Enterocyte","ARPC1B"
"AOX1",8.76405025090908e-196,0.567020054845964,0.208,0.011,1.91529554183367e-191,"Enterocyte","AOX1"
"YWHAG",8.87045331192083e-196,0.393677081905697,0.464,0.058,1.93854886678718e-191,"Enterocyte","YWHAG"
"MIDN.1",1.31280202494552e-195,0.39825523248881,0.683,0.116,2.86899754531594e-191,"Enterocyte","MIDN"
"MRPL44",1.39922836278665e-195,0.299272230831275,0.224,0.013,3.05787366403394e-191,"Enterocyte","MRPL44"
"NRIP1",2.60521584996786e-195,0.270828718411749,0.285,0.022,5.69343871851976e-191,"Enterocyte","NRIP1"
"APCDD1",2.9882772580213e-195,0.739059979930382,0.267,0.02,6.53058111967975e-191,"Enterocyte","APCDD1"
"SLC39A14.4",3.07226564717574e-195,0.559870781269768,0.637,0.103,6.71412934533786e-191,"Enterocyte","SLC39A14"
"CHD4",3.95186680312582e-195,0.31695259019658,0.477,0.062,8.63640971155116e-191,"Enterocyte","CHD4"
"TPST2",4.34620863713115e-195,0.567595203912198,0.285,0.023,9.49820435558642e-191,"Enterocyte","TPST2"
"IL6ST",5.35614505173134e-195,0.30221927358149,0.483,0.063,1.17053193960537e-190,"Enterocyte","IL6ST"
"KIAA0319L.1",6.46861507450165e-195,0.492598416319865,0.44,0.054,1.41365113838159e-190,"Enterocyte","KIAA0319L"
"SEPTIN10",9.54203690423807e-195,0.27694789916497,0.211,0.012,2.08531674505219e-190,"Enterocyte","SEPTIN10"
"TMEM127",1.02538821517696e-194,0.341817322497321,0.384,0.041,2.24088340544774e-190,"Enterocyte","TMEM127"
"TMSB4X.7",1.18659353630847e-194,1.87005258550685,0.997,0.355,2.59318151424852e-190,"Enterocyte","TMSB4X"
"CASK.1",1.21607670422616e-194,0.267596059735576,0.392,0.043,2.65761402941585e-190,"Enterocyte","CASK"
"DALRD3",1.58181209243732e-194,0.267672884872414,0.291,0.023,3.45689214681252e-190,"Enterocyte","DALRD3"
"AL080243.4",2.70639154060256e-194,0.538905412765709,0.563,0.084,5.91454807283283e-190,"Enterocyte","AL080243.4"
"AMFR",2.91725180937422e-194,0.404558865875147,0.288,0.023,6.37536210420643e-190,"Enterocyte","AMFR"
"TMBIM4.1",5.63298161809955e-194,0.474925820545035,0.477,0.063,1.23103180281948e-189,"Enterocyte","TMBIM4"
"MRPL12",6.79372803088945e-194,0.379117659511327,0.293,0.024,1.48470132387058e-189,"Enterocyte","MRPL12"
"RACK1.4",7.05024257502852e-194,1.29926422787963,0.965,0.229,1.54076001234673e-189,"Enterocyte","RACK1"
"SNX33",8.85626249200293e-194,0.2870352972888,0.179,0.008,1.93544760500232e-189,"Enterocyte","SNX33"
"NDFIP2",1.30668649176495e-193,0.269095242756025,0.36,0.036,2.85563265910312e-189,"Enterocyte","NDFIP2"
"TMEM141.1",1.4389060684447e-193,0.454501418382096,0.499,0.068,3.14458532197904e-189,"Enterocyte","TMEM141"
"RDH10",1.76902130942575e-193,0.250557997274581,0.187,0.009,3.86601916961903e-189,"Enterocyte","RDH10"
"MSANTD3",1.96644049055384e-193,0.343708167909957,0.256,0.018,4.29745904805636e-189,"Enterocyte","MSANTD3"
"MRPS18B",2.04307484422344e-193,0.255794526306576,0.469,0.06,4.4649357645659e-189,"Enterocyte","MRPS18B"
"ALDH2.2",3.91007846854349e-193,0.464654070310545,0.427,0.052,8.54508548515495e-189,"Enterocyte","ALDH2"
"MAF1.1",4.69428579531357e-193,0.395815644374945,0.421,0.049,1.02588921770783e-188,"Enterocyte","MAF1"
"ZSWIM6",6.68504456223351e-193,0.316593803179816,0.179,0.008,1.46094963863051e-188,"Enterocyte","ZSWIM6"
"CRB3",7.1475805294491e-193,0.301806738889149,0.291,0.023,1.56203224890581e-188,"Enterocyte","CRB3"
"HNRNPL",8.4563973447064e-193,0.279597741402737,0.421,0.049,1.84806107571214e-188,"Enterocyte","HNRNPL"
"AP000769.1.6",1.13166940440898e-192,0.674756911998949,0.709,0.127,2.47315031639538e-188,"Enterocyte","AP000769.1"
"TMEM37",2.11730216688915e-192,0.407763971809519,0.373,0.039,4.62715215551955e-188,"Enterocyte","TMEM37"
"PSMB4.4",2.41811895587649e-192,0.417927835386282,0.595,0.094,5.28455716617249e-188,"Enterocyte","PSMB4"
"SMARCD2",2.4643157883787e-192,0.275279907467961,0.288,0.023,5.3855157239228e-188,"Enterocyte","SMARCD2"
"BAZ1A",4.29591052281502e-192,0.26053880683411,0.237,0.015,9.38828285655996e-188,"Enterocyte","BAZ1A"
"HAUS4",1.68002258127891e-191,0.263405324733017,0.285,0.023,3.67152134912693e-187,"Enterocyte","HAUS4"
"PPCS",2.21214597058594e-191,0.3459565204186,0.333,0.031,4.83442380411851e-187,"Enterocyte","PPCS"
"EXT2",2.48128727041066e-191,0.334486496035705,0.296,0.025,5.42260520075546e-187,"Enterocyte","EXT2"
"VAT1.4",2.59101150882835e-191,0.518372078792116,0.6,0.096,5.66239655139347e-187,"Enterocyte","VAT1"
"AKR1A1",3.50019165469364e-191,0.310109898369315,0.491,0.067,7.64931884216748e-187,"Enterocyte","AKR1A1"
"IL1R1.1",4.49668369901579e-191,0.325895741251877,0.261,0.019,9.82705255582911e-187,"Enterocyte","IL1R1"
"MTCH1.3",4.80567696887254e-191,0.319243968846959,0.64,0.106,1.05023264477741e-186,"Enterocyte","MTCH1"
"AL365357.1",5.27526748429199e-191,0.414262282648757,0.312,0.027,1.15285695601717e-186,"Enterocyte","AL365357.1"
"HEXIM1",8.4390503975348e-191,0.336098895642989,0.299,0.025,1.84427007387725e-186,"Enterocyte","HEXIM1"
"GLIS3",1.37054477415937e-190,0.371330207264978,0.349,0.035,2.99518854944789e-186,"Enterocyte","GLIS3"
"UBE2L6",2.12758476331156e-190,0.271208651359364,0.232,0.015,4.64962374174109e-186,"Enterocyte","UBE2L6"
"RB1CC1",4.57286381951886e-190,0.282209981834316,0.275,0.021,9.99353659117651e-186,"Enterocyte","RB1CC1"
"TSPAN14.2",6.02587200197659e-190,0.554359501413719,0.4,0.046,1.31689406731196e-185,"Enterocyte","TSPAN14"
"IFNAR1",6.4197192438175e-190,0.382735504356248,0.36,0.037,1.40296544354388e-185,"Enterocyte","IFNAR1"
"NDUFB4.3",8.79159759179502e-190,0.296259642144729,0.704,0.124,1.92131573771088e-185,"Enterocyte","NDUFB4"
"CAPZA2.1",9.77924085872995e-190,0.370676711221954,0.533,0.078,2.13715529726684e-185,"Enterocyte","CAPZA2"
"RBCK1",2.84272887640313e-189,0.315145468650221,0.379,0.04,6.21249968649141e-185,"Enterocyte","RBCK1"
"LEPROT",1.31674526921888e-188,0.261228315305375,0.504,0.07,2.87761511135094e-184,"Enterocyte","LEPROT"
"NBEAL2",1.58948730478414e-188,0.310717324667603,0.181,0.009,3.47366555587525e-184,"Enterocyte","NBEAL2"
"CTSD.5",1.8482351067589e-188,1.42819289986211,0.968,0.251,4.03913300231089e-184,"Enterocyte","CTSD"
"RAB11FIP4",2.00892226549341e-188,0.373700565603622,0.317,0.029,4.3902987190093e-184,"Enterocyte","RAB11FIP4"
"MED15",2.04067557210955e-188,0.334537748188078,0.285,0.023,4.45969239528822e-184,"Enterocyte","MED15"
"SH3RF1.1",2.14032048735058e-188,0.349860512760664,0.251,0.018,4.67745639305595e-184,"Enterocyte","SH3RF1"
"CHMP2A.2",2.35622309533895e-188,0.363910741024146,0.528,0.077,5.14928995255374e-184,"Enterocyte","CHMP2A"
"UBE2D3.3",2.90770671017318e-188,0.273484221043468,0.715,0.128,6.35450224441247e-184,"Enterocyte","UBE2D3"
"COX7B.3",3.53510176094824e-188,0.405775749330425,0.536,0.079,7.72561138837629e-184,"Enterocyte","COX7B"
"TMEM181",3.78771907015148e-188,0.566639623376575,0.371,0.04,8.27768125590905e-184,"Enterocyte","TMEM181"
"AC026362.1.1",6.02280531295737e-188,0.357774095488467,0.528,0.077,1.3162238730937e-183,"Enterocyte","AC026362.1"
"METTL9.2",7.87440404103771e-188,0.263325881548452,0.499,0.069,1.72087225912838e-183,"Enterocyte","METTL9"
"EIF5A.3",1.07885420011e-187,0.594054193918382,0.651,0.113,2.3577279689204e-183,"Enterocyte","EIF5A"
"VPS26A",1.19910936485336e-187,0.289602793258921,0.261,0.019,2.62053360595052e-183,"Enterocyte","VPS26A"
"ACTR2.1",1.61166042959747e-187,0.33453310945448,0.461,0.06,3.52212270284232e-183,"Enterocyte","ACTR2"
"SUMO2.2",2.03168751954055e-187,0.354144625499515,0.792,0.154,4.44004990520392e-183,"Enterocyte","SUMO2"
"CMTM7",2.51299773596516e-187,0.298913402806135,0.291,0.024,5.49190525217825e-183,"Enterocyte","CMTM7"
"YBX1.3",3.02500432341505e-187,0.575463075627499,0.853,0.177,6.61084444839125e-183,"Enterocyte","YBX1"
"MRFAP1.5",7.24719103104585e-187,0.263895530583244,0.701,0.124,1.58380112792476e-182,"Enterocyte","MRFAP1"
"PLPP3",7.96922592097833e-187,0.293903511013089,0.189,0.009,1.7415946327706e-182,"Enterocyte","PLPP3"
"MARCHF5",9.72810389477916e-187,0.268100787135045,0.256,0.019,2.12597982516504e-182,"Enterocyte","MARCHF5"
"MINDY2.2",1.15304210557399e-186,0.471986280162525,0.472,0.064,2.51985821752139e-182,"Enterocyte","MINDY2"
"RPLP0.5",1.77592440117341e-186,1.75350384254551,0.989,0.292,3.88110518632438e-182,"Enterocyte","RPLP0"
"DHX15",2.03355144767395e-186,0.297354007054065,0.339,0.033,4.44412333374666e-182,"Enterocyte","DHX15"
"SMARCA4.1",3.72104470465808e-186,0.32161784982302,0.408,0.048,8.13197109755976e-182,"Enterocyte","SMARCA4"
"TMEM159",8.70044281337717e-186,0.257683334716455,0.176,0.008,1.90139477243545e-181,"Enterocyte","TMEM159"
"KMT2C",1.56469291989498e-185,0.365083210321487,0.315,0.029,3.41947990713849e-181,"Enterocyte","KMT2C"
"GOLPH3",1.81185824176517e-185,0.393472288260981,0.413,0.049,3.9596350015536e-181,"Enterocyte","GOLPH3"
"YTHDF2",2.17588274294623e-185,0.329451784037071,0.341,0.034,4.7551741464347e-181,"Enterocyte","YTHDF2"
"MXRA5",3.36645521129538e-185,0.429165426203038,0.173,0.008,7.35705121876491e-181,"Enterocyte","MXRA5"
"PSMD9",3.67915850139846e-185,0.267327448812669,0.424,0.051,8.04043298895619e-181,"Enterocyte","PSMD9"
"PPIB.1",3.85991081964406e-185,0.337074436902689,0.539,0.081,8.43544910525014e-181,"Enterocyte","PPIB"
"TM7SF3.1",4.9655672816588e-185,0.332973599606259,0.384,0.043,1.08517507373372e-180,"Enterocyte","TM7SF3"
"TOM1L1.1",6.00994135033141e-185,0.325391267167428,0.299,0.026,1.31341258270143e-180,"Enterocyte","TOM1L1"
"RPL5.7",6.09851040589196e-185,1.21459421503991,0.936,0.217,1.33276846410363e-180,"Enterocyte","RPL5"
"OTUD1",9.98597143198051e-185,0.254245333084903,0.149,0.005,2.18233419674502e-180,"Enterocyte","OTUD1"
"PTGR1",1.29323267452217e-184,0.592414293531574,0.483,0.066,2.82623068690074e-180,"Enterocyte","PTGR1"
"KMT2E.1",1.56663067384067e-184,0.281944820149444,0.448,0.057,3.42371467461141e-180,"Enterocyte","KMT2E"
"PGD",2.73179355950275e-184,0.317780571923806,0.32,0.03,5.97006164493731e-180,"Enterocyte","PGD"
"PSEN1",6.87305358491197e-184,0.25386725088021,0.259,0.019,1.50203713044666e-179,"Enterocyte","PSEN1"
"GUK1.4",7.47191367563031e-184,0.281604802159968,0.747,0.14,1.63291201467225e-179,"Enterocyte","GUK1"
"CLPS.1",7.6011251053902e-184,1.2338902023877,0.28,0.022,1.66114988053197e-179,"Enterocyte","CLPS"
"ECI1.1",9.1437368521835e-184,0.398679572722075,0.339,0.034,1.99827225167618e-179,"Enterocyte","ECI1"
"SCAF11.2",1.23932104892517e-183,0.410405761770759,0.472,0.064,2.70841222032107e-179,"Enterocyte","SCAF11"
"MMP15",1.97102326085827e-183,0.31122278592892,0.213,0.013,4.30747423427966e-179,"Enterocyte","MMP15"
"RPL7AP11.1",2.07967921857318e-183,0.483368645435606,0.32,0.03,4.54493096426982e-179,"Enterocyte","RPL7AP11"
"NDUFV1",2.32417728106902e-183,0.375269922554304,0.304,0.027,5.07925703004824e-179,"Enterocyte","NDUFV1"
"RRAS2",2.61439839662953e-183,0.26744941539992,0.189,0.01,5.71350625599418e-179,"Enterocyte","RRAS2"
"GRHPR",2.83859608874979e-183,0.302519372262036,0.285,0.024,6.20346789235380e-179,"Enterocyte","GRHPR"
"TLE5.7",4.02313764146144e-183,0.504795011880795,0.789,0.152,8.79216500164983e-179,"Enterocyte","TLE5"
"GLO1.1",6.53037377773266e-183,0.364020176324919,0.328,0.032,1.42714788538569e-178,"Enterocyte","GLO1"
"ALDOB.1",6.88171144512661e-183,2.38016841674231,0.339,0.034,1.50392921921797e-178,"Enterocyte","ALDOB"
"CXXC5.4",7.40319825505917e-183,0.311862706400372,0.76,0.145,1.61789494666063e-178,"Enterocyte","CXXC5"
"AC005840.1.1",1.16774836280469e-182,0.436440098759494,0.317,0.03,2.55199727207336e-178,"Enterocyte","AC005840.1"
"ELF1",1.17607253871199e-182,0.338023553382031,0.251,0.018,2.57018892610119e-178,"Enterocyte","ELF1"
"NOP10",1.26715888711772e-182,0.285982664739569,0.448,0.058,2.76924903190707e-178,"Enterocyte","NOP10"
"TMEM120A",1.33908398065062e-182,0.267416164655646,0.248,0.018,2.92643413131388e-178,"Enterocyte","TMEM120A"
"H2AJ.1",1.51781021474446e-182,0.381878122833043,0.44,0.056,3.31702244330254e-178,"Enterocyte","H2AJ"
"RPS29P16.1",1.74023349031679e-182,0.451409628396068,0.475,0.064,3.80310626973831e-178,"Enterocyte","RPS29P16"
"HIP1R.1",4.87756622071794e-182,0.405241467104558,0.341,0.034,1.0659433218757e-177,"Enterocyte","HIP1R"
"MAP2K2.1",5.33030183304096e-182,0.270602151062427,0.504,0.072,1.16488416259277e-177,"Enterocyte","MAP2K2"
"TP53INP1",5.70256010400465e-182,0.269862960861788,0.224,0.014,1.24623748512918e-177,"Enterocyte","TP53INP1"
"RNF149",1.33636567719729e-181,0.340541287170641,0.285,0.024,2.92049355094697e-177,"Enterocyte","RNF149"
"RAB8A",1.35499289617342e-181,0.282626622078922,0.304,0.027,2.9612014752974e-177,"Enterocyte","RAB8A"
"C12orf57.1",2.72306240866104e-181,0.369118428321568,0.48,0.066,5.95098058788784e-177,"Enterocyte","C12orf57"
"MEX3C",3.2701323337587e-181,0.337470126923335,0.195,0.011,7.14654720219625e-177,"Enterocyte","MEX3C"
"RPL37.4",3.30177283945617e-181,1.25340397202324,0.96,0.238,7.21569436334751e-177,"Enterocyte","RPL37"
"GINM1.1",3.78644063701015e-181,0.357307391908019,0.387,0.044,8.27488736812198e-177,"Enterocyte","GINM1"
"PDCD5.1",4.65595149333055e-181,0.309711870781897,0.36,0.038,1.01751163935246e-176,"Enterocyte","PDCD5"
"DBI.2",4.91291832369359e-181,0.315486794287137,0.605,0.1,1.07366917046e-176,"Enterocyte","DBI"
"FBXO21",7.03491774923733e-181,0.31353177004215,0.397,0.047,1.53741092491833e-176,"Enterocyte","FBXO21"
"MAVS.3",1.10127922724527e-180,0.488710089555859,0.525,0.079,2.40673562322182e-176,"Enterocyte","MAVS"
"PHPT1.1",1.29929899152807e-180,0.267861113754015,0.483,0.067,2.83948801608544e-176,"Enterocyte","PHPT1"
"ITPA",1.74880755996702e-180,0.252653297087553,0.256,0.019,3.82184404155192e-176,"Enterocyte","ITPA"
"MRPL37",2.27259779321312e-180,0.27771918895246,0.304,0.027,4.96653521728796e-176,"Enterocyte","MRPL37"
"PMAIP1",2.70637148080564e-180,0.2798368373426,0.2,0.011,5.91450423415264e-176,"Enterocyte","PMAIP1"
"COMTD1",3.23214848193582e-180,0.379459081968942,0.317,0.03,7.06353729242254e-176,"Enterocyte","COMTD1"
"RPL39.3",5.48525620156794e-180,0.898460504155384,0.933,0.216,1.19874789029066e-175,"Enterocyte","RPL39"
"ATP5ME.1",6.05276523777351e-180,0.456964090029015,0.419,0.052,1.32277131506302e-175,"Enterocyte","ATP5ME"
"AL365226.1",1.65369389845299e-179,0.345348112987547,0.107,0.002,3.61398264567917e-175,"Enterocyte","AL365226.1"
"NCMAP",2.13993858822469e-179,0.307485969942525,0.211,0.013,4.67662179070624e-175,"Enterocyte","NCMAP"
"BAMBI",2.22747772023762e-179,0.335111967385332,0.165,0.007,4.8679298098073e-175,"Enterocyte","BAMBI"
"CSRP1",2.24114798924527e-179,0.295995220633079,0.299,0.027,4.89780481569662e-175,"Enterocyte","CSRP1"
"AC073610.1.2",2.35676385779411e-179,0.464930109132443,0.365,0.04,5.15047173482325e-175,"Enterocyte","AC073610.1"
"TRAPPC3.1",2.44861495513896e-179,0.324890190530464,0.371,0.041,5.35120312296068e-175,"Enterocyte","TRAPPC3"
"MTRNR2L12.5",3.73293345043649e-179,0.608828456368019,0.544,0.084,8.15795276258392e-175,"Enterocyte","MTRNR2L12"
"CFL1.3",4.18962867030551e-179,0.715951284993776,0.875,0.194,9.15601449608565e-175,"Enterocyte","CFL1"
"NPAS2",4.78365718990229e-179,0.30522925681236,0.272,0.022,1.04542044228125e-174,"Enterocyte","NPAS2"
"NME1-NME2.2",6.27780503375303e-179,0.318897229235433,0.555,0.087,1.37195151207639e-174,"Enterocyte","NME1-NME2"
"NDUFA11.3",7.02290160602991e-179,0.286427750838753,0.621,0.105,1.53478491698178e-174,"Enterocyte","NDUFA11"
"SLC35F5.1",1.17401624173653e-178,0.370639622354428,0.376,0.043,2.56569509469101e-174,"Enterocyte","SLC35F5"
"MELTF",1.46633698404755e-178,0.258081893673111,0.176,0.009,3.20453284493752e-174,"Enterocyte","MELTF"
"SPSB1",1.65656356371322e-178,0.333433540351694,0.293,0.026,3.62025401213888e-174,"Enterocyte","SPSB1"
"MRPL14.1",2.15543140478615e-178,0.322958013969042,0.275,0.023,4.71047979201966e-174,"Enterocyte","MRPL14"
"CCL28",2.35000086815736e-178,0.260418913533035,0.16,0.007,5.13569189727109e-174,"Enterocyte","CCL28"
"GALM",3.15726973526017e-178,0.289884840592067,0.205,0.012,6.89989727943757e-174,"Enterocyte","GALM"
"GPI.1",3.51692126189574e-178,0.254442887023562,0.621,0.106,7.68587972574695e-174,"Enterocyte","GPI"
"MPG",3.85937144399521e-178,0.335177770432549,0.32,0.031,8.43427035370714e-174,"Enterocyte","MPG"
"ARPC3.1",6.15235160665738e-178,0.296317485927334,0.8,0.162,1.3445349201189e-173,"Enterocyte","ARPC3"
"NR2F6",8.36311830122701e-178,0.321248690162975,0.28,0.024,1.82767587355015e-173,"Enterocyte","NR2F6"
"CHMP1A.1",1.33606105093092e-177,0.311355600153269,0.269,0.022,2.91982782070443e-173,"Enterocyte","CHMP1A"
"EIF3A",1.57371501301052e-177,0.277435785137508,0.448,0.059,3.43919678943318e-173,"Enterocyte","EIF3A"
"H3P24.1",2.41559981890063e-177,0.390256962266105,0.277,0.023,5.27905184422543e-173,"Enterocyte","H3P24"
"RAB6A",2.43360122533737e-177,0.261743995166029,0.381,0.044,5.31839211785229e-173,"Enterocyte","RAB6A"
"CTNNB1",2.6171142726842e-177,0.255576045815412,0.403,0.049,5.71944153152405e-173,"Enterocyte","CTNNB1"
"KLHDC2.1",4.79943652280293e-177,0.333489959132071,0.368,0.041,1.04886885769335e-172,"Enterocyte","KLHDC2"
"ZNF207.3",5.31526286134692e-177,0.381843293033036,0.493,0.071,1.16159754571875e-172,"Enterocyte","ZNF207"
"NFKBIL1",7.97631509857789e-177,0.26597846591927,0.227,0.015,1.74314390164321e-172,"Enterocyte","NFKBIL1"
"FADS3",8.61779618604056e-177,0.352390707960838,0.259,0.02,1.8833331784973e-172,"Enterocyte","FADS3"
"NCK1",8.9762820246203e-177,0.25993037636105,0.232,0.016,1.96167667366052e-172,"Enterocyte","NCK1"
"CDIPT",9.41771653913251e-177,0.347575341823737,0.443,0.058,2.05814777246202e-172,"Enterocyte","CDIPT"
"BCL2L1",1.18207339416639e-176,0.32959326211414,0.515,0.077,2.58330319561123e-172,"Enterocyte","BCL2L1"
"MT1G",1.83693096134694e-176,0.534722443827738,0.16,0.007,4.01442892292761e-172,"Enterocyte","MT1G"
"FTH1.5",2.42038702377925e-176,1.92846015529074,1,0.466,5.28951380176717e-172,"Enterocyte","FTH1"
"WFDC2",2.92208411839472e-176,0.58694534914864,0.269,0.022,6.38592263233982e-172,"Enterocyte","WFDC2"
"CDC42BPB.1",3.86579226228582e-176,0.436341200780961,0.315,0.031,8.44830240999943e-172,"Enterocyte","CDC42BPB"
"NAP1L4",4.1179660892159e-176,0.30713341759921,0.355,0.038,8.99940309137244e-172,"Enterocyte","NAP1L4"
"CDX2",4.2797601500677e-176,0.276023042830607,0.144,0.005,9.35298783195795e-172,"Enterocyte","CDX2"
"ARPC2.3",5.57555152537691e-176,0.303384123152585,0.715,0.136,1.21848103035587e-171,"Enterocyte","ARPC2"
"RAB1B.1",6.74975002014533e-176,0.301972504355326,0.472,0.066,1.47509036940256e-171,"Enterocyte","RAB1B"
"RPS29P3.1",1.06825870529703e-175,0.455931564416665,0.331,0.034,2.33457257455614e-171,"Enterocyte","RPS29P3"
"GPBP1L1",1.26356105190214e-175,0.274360174398311,0.384,0.045,2.76138632282693e-171,"Enterocyte","GPBP1L1"
"UQCRQ.4",1.44592543651332e-175,0.257359421338273,0.651,0.115,3.15992544895621e-171,"Enterocyte","UQCRQ"
"EMC4.1",2.09667547237229e-175,0.301046558916161,0.453,0.061,4.58207457732241e-171,"Enterocyte","EMC4"
"SERP1.2",2.32699162408267e-175,0.271218048036493,0.715,0.136,5.08540749527026e-171,"Enterocyte","SERP1"
"ABI1",3.15115500851528e-175,0.275993401533198,0.253,0.019,6.8865341556093e-171,"Enterocyte","ABI1"
"RPL29.4",3.18665496469914e-175,1.22641090825012,0.965,0.25,6.96411575985351e-171,"Enterocyte","RPL29"
"SPAG7",4.80947463428185e-175,0.268228200833462,0.395,0.047,1.05106258657596e-170,"Enterocyte","SPAG7"
"RSL24D1.1",5.60269549743485e-175,0.310403745423369,0.395,0.047,1.22441307400941e-170,"Enterocyte","RSL24D1"
"ATP13A3",9.20251095546764e-175,0.332473851518531,0.341,0.036,2.0111167442079e-170,"Enterocyte","ATP13A3"
"SLC16A7.2",1.0687156819639e-174,0.304173541896823,0.592,0.099,2.3355712513639e-170,"Enterocyte","SLC16A7"
"DAP3",1.45301156865858e-174,0.264972600578298,0.371,0.042,3.17541148214647e-170,"Enterocyte","DAP3"
"HNRNPK.3",1.4714692231154e-174,0.327054590859347,0.837,0.175,3.2157488401964e-170,"Enterocyte","HNRNPK"
"EIF3J",1.96230455165903e-174,0.277367099892519,0.32,0.032,4.28842036719563e-170,"Enterocyte","EIF3J"
"MZT2A.2",2.24546182854656e-174,0.486534196780006,0.515,0.078,4.90723228010566e-170,"Enterocyte","MZT2A"
"AZIN1.1",2.38791859257032e-174,0.258998220442025,0.395,0.047,5.21855729220318e-170,"Enterocyte","AZIN1"
"SEMA7A",4.14037401651171e-174,0.428506002116166,0.216,0.014,9.04837337568468e-170,"Enterocyte","SEMA7A"
"SLC22A18",5.31247971091303e-174,0.307062344071539,0.195,0.011,1.16098931602293e-169,"Enterocyte","SLC22A18"
"RAD23A.1",6.74867165775587e-174,0.36690458590078,0.459,0.063,1.47485470408597e-169,"Enterocyte","RAD23A"
"AL359762.3.1",7.99225264512743e-174,0.300810613756228,0.587,0.098,1.74662689306615e-169,"Enterocyte","AL359762.3"
"RPL36.5",8.98338348755167e-174,1.03221006324243,0.931,0.221,1.96322862736954e-169,"Enterocyte","RPL36"
"GPR137",1.28871283845877e-173,0.36006576884315,0.243,0.018,2.8163530371678e-169,"Enterocyte","GPR137"
"GCC2",1.37305108597314e-173,0.270466405615809,0.395,0.048,3.00066584328569e-169,"Enterocyte","GCC2"
"CLPP.1",1.5176803166801e-173,0.3996714837521,0.397,0.049,3.31673856407268e-169,"Enterocyte","CLPP"
"TLN1.2",2.18566813909081e-173,0.359303731221758,0.496,0.074,4.77655915116905e-169,"Enterocyte","TLN1"
"HSP90B1.4",3.27186647050594e-173,0.4128491673348,0.795,0.161,7.15033698464367e-169,"Enterocyte","HSP90B1"
"GTF2IRD2.2",3.63701317358643e-173,0.365031901538705,0.373,0.043,7.94832858955579e-169,"Enterocyte","GTF2IRD2"
"WEE1",9.14636905683421e-173,0.271362637356272,0.243,0.018,1.99884749368055e-168,"Enterocyte","WEE1"
"SRP9.4",9.82021226901686e-173,0.288526954133057,0.557,0.09,2.14610918927095e-168,"Enterocyte","SRP9"
"PDLIM5",1.0556883046983e-172,0.347332932969043,0.52,0.082,2.30710122108766e-168,"Enterocyte","PDLIM5"
"BNIP3L.3",1.11650435196878e-172,0.255953959735721,0.531,0.082,2.44000861079256e-168,"Enterocyte","BNIP3L"
"RBBP4.2",1.64002540748394e-172,0.309862005774849,0.501,0.075,3.58411152551539e-168,"Enterocyte","RBBP4"
"CXCL3",1.93363971365023e-172,0.658073070714548,0.189,0.01,4.22577623021122e-168,"Enterocyte","CXCL3"
