"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SUB1.2",5.13972311545005e-23,-0.274301597662283,0.043,0.126,1.12323508965045e-18,"Acinar","SUB1"
"RAB2A",5.78041212493895e-23,-0.374084557287934,0.09,0.192,1.26325126578416e-18,"Acinar","RAB2A"
"RNF115.1",6.33235468639692e-23,-0.321889442441854,0.043,0.123,1.38387279316518e-18,"Acinar","RNF115"
"PEG10.1",7.54530651845783e-23,-0.695043858134558,0.057,0.144,1.64895128654377e-18,"Acinar","PEG10"
"HACD3.1",7.86420424067349e-23,-0.360355377039831,0.034,0.11,1.71864319475678e-18,"Acinar","HACD3"
"CNKSR3.2",8.09506068784045e-23,-0.335247994865127,0.031,0.105,1.76909456272065e-18,"Acinar","CNKSR3"
"AL590822.2.2",8.56453724748261e-23,-0.300153352663502,0.049,0.132,1.87169397006485e-18,"Acinar","AL590822.2"
"GABARAP.1",9.75353635933797e-23,-0.373418063384303,0.229,0.366,2.13153783596972e-18,"Acinar","GABARAP"
"CALM1.1",9.82214714785689e-23,-0.252778415559182,0.145,0.269,2.14653203769264e-18,"Acinar","CALM1"
"CDIP1.1",1.03755563791153e-22,-0.474269686087606,0.028,0.1,2.26747409109187e-18,"Acinar","CDIP1"
"PSAP.1",1.06182131910375e-22,-0.367241105490426,0.259,0.411,2.32050431076934e-18,"Acinar","PSAP"
"LMBRD1.1",1.06502561958802e-22,-0.323371379590041,0.036,0.114,2.32750698904766e-18,"Acinar","LMBRD1"
"MLXIPL.1",1.10091657397619e-22,-0.364001236822623,0.035,0.111,2.40594308076756e-18,"Acinar","MLXIPL"
"PLCE1.3",1.2249876131765e-22,-0.640967204525704,0.043,0.121,2.67708792983593e-18,"Acinar","PLCE1"
"PIGX",1.28676716280883e-22,-0.495528215025278,0.053,0.136,2.81210095760241e-18,"Acinar","PIGX"
"SLC35E3.2",1.40705278860155e-22,-0.431543596291703,0.07,0.158,3.07497316420983e-18,"Acinar","SLC35E3"
"RGS4",1.46553396977495e-22,-0.57880280951253,0.037,0.114,3.20277793754618e-18,"Acinar","RGS4"
"TGM2.3",1.51491789139905e-22,-0.480629966297451,0.056,0.142,3.31070155986349e-18,"Acinar","TGM2"
"STMN2.1",1.60645154063507e-22,-0.399860701887204,0.045,0.127,3.51073919690387e-18,"Acinar","STMN2"
"IFI6.1",1.67600959616453e-22,-0.433546790121461,0.042,0.122,3.66275137145796e-18,"Acinar","IFI6"
"APLP2",3.02213177338002e-22,-0.25134971554997,0.148,0.273,6.60456677754469e-18,"Acinar","APLP2"
"COX7A2",3.04546812450884e-22,-0.337700035297753,0.195,0.33,6.65556603930161e-18,"Acinar","COX7A2"
"SMARCA2.1",3.57407551434689e-22,-0.321988944948931,0.073,0.166,7.8107846290537e-18,"Acinar","SMARCA2"
"ARMC10",3.66474390121153e-22,-0.319688681404697,0.067,0.156,8.00893132170769e-18,"Acinar","ARMC10"
"CDK2AP1",3.85064297725249e-22,-0.297811538446823,0.069,0.162,8.41519516248759e-18,"Acinar","CDK2AP1"
"MSI2.2",4.71693474700791e-22,-0.372901611138338,0.032,0.105,1.03083891961111e-17,"Acinar","MSI2"
"MAN1B1-DT.2",6.15140562100667e-22,-0.297403141596491,0.031,0.103,1.3443281844148e-17,"Acinar","MAN1B1-DT"
"MAFF",6.84580185632092e-22,-0.311411179309636,0.031,0.103,1.49608153768037e-17,"Acinar","MAFF"
"SEC11C.2",7.43048746636738e-22,-0.263843749637873,0.08,0.177,1.62385873089993e-17,"Acinar","SEC11C"
"PRSS23.2",8.2043850428114e-22,-0.486313423265127,0.059,0.144,1.792986307256e-17,"Acinar","PRSS23"
"MEG3.2",9.28812665757426e-22,-0.57280936626264,0.072,0.162,2.02982719974628e-17,"Acinar","MEG3"
"FGFR1",1.74208105099036e-21,-0.298375309177782,0.031,0.103,3.80714392883434e-17,"Acinar","FGFR1"
"FXYD2.1",2.11532593680098e-21,-0.444328360986613,0.099,0.198,4.62283330228486e-17,"Acinar","FXYD2"
"PJA2.1",2.44893041911988e-21,-0.309607767305802,0.046,0.124,5.35189253794459e-17,"Acinar","PJA2"
"CAPZB.1",2.87751155087698e-21,-0.260886934439679,0.065,0.153,6.28851374328655e-17,"Acinar","CAPZB"
"ANKRD12",5.81456875431263e-21,-0.251021350283464,0.041,0.113,1.27071585556748e-16,"Acinar","ANKRD12"
"PRMT1",7.3435925740063e-21,-0.397048908007975,0.052,0.129,1.60486872112334e-16,"Acinar","PRMT1"
"CAMK2B.1",7.97741666164446e-21,-0.345198292978339,0.035,0.107,1.74338463723578e-16,"Acinar","CAMK2B"
"GCH1.1",1.33128868160325e-20,-0.350785679731568,0.057,0.139,2.90939828477574e-16,"Acinar","GCH1"
"RPS10.3",1.44114963406084e-20,-0.264277765169107,0.128,0.231,3.14948841027655e-16,"Acinar","RPS10"
"FBXO7.1",2.12569285722464e-20,-0.274545207452905,0.071,0.159,4.64548917017872e-16,"Acinar","FBXO7"
"DFFA.1",2.50856431634939e-20,-0.253656632987749,0.039,0.11,5.48221645694997e-16,"Acinar","DFFA"
"ZNF395.2",2.55006228366381e-20,-0.411154066761482,0.137,0.246,5.57290611471889e-16,"Acinar","ZNF395"
"RPL5.3",3.09444077402941e-20,-0.317388214809188,0.139,0.248,6.76259086756387e-16,"Acinar","RPL5"
"LINC00963.1",3.10025921694545e-20,-0.263292777457507,0.067,0.15,6.77530649271258e-16,"Acinar","LINC00963"
"RPL13.1",3.76183036871966e-20,0.512933152904294,0.594,0.527,8.22110408779994e-16,"Acinar","RPL13"
"FCF1",5.56315507272419e-20,-0.318108631438251,0.034,0.101,1.21577190959314e-15,"Acinar","FCF1"
"CCT4",6.39392397579874e-20,-0.363256255911376,0.071,0.156,1.39732814567106e-15,"Acinar","CCT4"
"FXYD6",7.76469109707967e-20,-0.438238638609172,0.041,0.113,1.69689559235579e-15,"Acinar","FXYD6"
"HLA-A",1.16451380356789e-19,-0.358064437636917,0.397,0.543,2.54492846631727e-15,"Acinar","HLA-A"
"AGO3.1",1.40814176988139e-19,-0.360559454950716,0.04,0.108,3.07735302389879e-15,"Acinar","AGO3"
"CDC37",2.33757345111464e-19,-0.339457732346149,0.043,0.115,5.10853302006594e-15,"Acinar","CDC37"
"TYW5",2.61538369476326e-19,-0.275222519202706,0.062,0.141,5.71565952653562e-15,"Acinar","TYW5"
"COTL1.1",3.4729558533829e-19,-0.508301101899949,0.035,0.102,7.58979772198298e-15,"Acinar","COTL1"
"UCN3.1",5.21273768771118e-19,-0.371771143200061,0.042,0.112,1.1391916942724e-14,"Acinar","UCN3"
"CBX6",5.62390027244875e-19,-0.281149960651275,0.048,0.122,1.22904716554095e-14,"Acinar","CBX6"
"DNAJC12.2",7.1491097023029e-19,-0.293622156411729,0.058,0.135,1.56236643434128e-14,"Acinar","DNAJC12"
"SLC6A6.2",8.2703465066992e-19,-0.321239262447641,0.035,0.101,1.80740152557404e-14,"Acinar","SLC6A6"
"BEX4.1",9.10424881943205e-19,-0.268845176704495,0.037,0.104,1.98964253699868e-14,"Acinar","BEX4"
"MT-RNR1.2",1.10439459321734e-18,-0.383254311702527,0.531,0.639,2.41354394401718e-14,"Acinar","MT-RNR1"
"ZNF320.2",1.37067962073016e-18,-0.424298686152156,0.073,0.151,2.9954832431437e-14,"Acinar","ZNF320"
"ALDH1A1.1",1.42110449620768e-18,-0.436330086864617,0.147,0.25,3.10568176601226e-14,"Acinar","ALDH1A1"
"SLC7A5.1",1.68587057607947e-18,-0.461472054759178,0.04,0.107,3.68430155696408e-14,"Acinar","SLC7A5"
"GABPB1-AS1.1",2.09257065892691e-18,-0.376493518764787,0.081,0.155,4.57310391801888e-14,"Acinar","GABPB1-AS1"
"GTF2IP4",3.20030316426945e-18,-0.287970622854631,0.058,0.132,6.99394253519444e-14,"Acinar","GTF2IP4"
"RPS27A",1.04806786663807e-17,0.443369218577172,0.611,0.574,2.29044751575085e-13,"Acinar","RPS27A"
"XKR4.2",1.22230520424889e-17,-0.359731162031336,0.047,0.114,2.67122579336552e-13,"Acinar","XKR4"
"EGR1.2",1.67816717822302e-17,-0.319576054672624,0.064,0.141,3.66746655128859e-13,"Acinar","EGR1"
"RPS14.1",1.86596326066845e-17,0.470516128123261,0.528,0.498,4.07787610986482e-13,"Acinar","RPS14"
"AL022322.2.2",2.20919979078677e-17,-0.580506496552063,0.123,0.202,4.82798522278541e-13,"Acinar","AL022322.2"
"XIAP",4.32059684750648e-17,-0.347440288382491,0.055,0.124,9.44223235054066e-13,"Acinar","XIAP"
"GPR82.2",5.66223252052723e-17,-0.34486974687387,0.058,0.128,1.23742429503602e-12,"Acinar","GPR82"
"ID1.1",1.63300903124795e-16,-0.451128158537501,0.107,0.192,3.56877793688927e-12,"Acinar","ID1"
"ZBTB4",1.7220509288966e-16,-0.256071811596169,0.057,0.128,3.76337010001062e-12,"Acinar","ZBTB4"
"JUNB.1",3.47639536817047e-16,-0.272083715429339,0.172,0.279,7.59731443759975e-12,"Acinar","JUNB"
"SLC43A2.1",4.01408266293746e-16,-0.360705939333849,0.112,0.188,8.77237625158353e-12,"Acinar","SLC43A2"
"SNAP25.2",5.1491879554763e-16,-0.313040744201256,0.043,0.106,1.12530353578979e-11,"Acinar","SNAP25"
"EEF1A1.2",5.26723868651481e-16,0.390077878439839,0.736,0.682,1.15110234255095e-11,"Acinar","EEF1A1"
"RPL41P2.1",6.51296665193704e-16,0.44432058235865,0.429,0.339,1.42334373211432e-11,"Acinar","RPL41P2"
"CLU.1",1.04048887278681e-15,-0.351670376769873,0.344,0.465,2.27388438258829e-11,"Acinar","CLU"
"PDK4.1",1.6875346478492e-15,-0.389848985588375,0.052,0.116,3.68793821940965e-11,"Acinar","PDK4"
"PRSS8",2.3250658054124e-15,0.888520958663204,0.12,0.07,5.08119881114826e-11,"Acinar","PRSS8"
"MYT1L.1",1.00355918546254e-14,-0.35485049886125,0.053,0.114,2.19317824390984e-10,"Acinar","MYT1L"
"AGT.1",2.63364747735009e-14,-0.487766953090263,0.054,0.116,5.75557319700089e-10,"Acinar","AGT"
"FTH1.1",3.93285134315579e-14,0.423566108268846,0.528,0.473,8.59485332533267e-10,"Acinar","FTH1"
"NABP1.2",5.50563118462611e-14,-0.492182871351274,0.138,0.211,1.20320063908819e-09,"Acinar","NABP1"
"RPL11",6.48954727300948e-14,0.475682555081285,0.51,0.488,1.41822566104349e-09,"Acinar","RPL11"
"LTBR.2",6.84732171524215e-14,-0.325102639446477,0.094,0.162,1.49641368764902e-09,"Acinar","LTBR"
"GAPDH.2",8.52239518140097e-14,-0.405967267201095,0.306,0.409,1.86248424294337e-09,"Acinar","GAPDH"
"AC027290.3.1",6.71894533514318e-13,-0.289299491598203,0.089,0.148,1.46835831354219e-08,"Acinar","AC027290.3"
"RPS2.2",8.71565421914649e-13,0.48012050576288,0.529,0.495,1.90471907305227e-08,"Acinar","RPS2"
"ATF6",9.6742557040654e-13,-0.305586352196321,0.098,0.159,2.11421184156645e-08,"Acinar","ATF6"
"CLDN4.3",1.07608508482651e-12,0.906467600173453,0.196,0.144,2.35167634437986e-08,"Acinar","CLDN4"
"AC011498.7.2",2.24453607067353e-12,-0.270759965737275,0.062,0.119,4.90520912884993e-08,"Acinar","AC011498.7"
"RPS23.2",3.43387525942004e-12,0.410471641184299,0.622,0.585,7.50439099193656e-08,"Acinar","RPS23"
"ELF3.2",4.12384212335412e-12,0.759030423279518,0.236,0.184,9.01224457637808e-08,"Acinar","ELF3"
"AC099560.2",1.19305031460209e-11,0.253606526883887,0.114,0.071,2.60729215753141e-07,"Acinar","AC099560.2"
"AP002990.1",1.20408144038536e-11,0.414053252191902,0.437,0.396,2.63139957981816e-07,"Acinar","AP002990.1"
"AC099336.2",1.36504665966792e-11,0.256498012053165,0.112,0.069,2.98317297003827e-07,"Acinar","AC099336.2"
"S100A11.2",1.59656128948061e-11,0.934169774834975,0.206,0.159,3.48912504203092e-07,"Acinar","S100A11"
"DEPP1.2",2.46512359369692e-11,-0.428750022992064,0.419,0.516,5.38728110166524e-07,"Acinar","DEPP1"
"RPS3AP26",7.09008302608525e-11,0.416222126586834,0.303,0.245,1.54946674452067e-06,"Acinar","RPS3AP26"
"RPS3AP6",7.82945717330395e-11,0.415001307571151,0.302,0.246,1.71104957065385e-06,"Acinar","RPS3AP6"
"CD44.2",1.04020104497022e-10,0.843996901028955,0.151,0.107,2.27325536367792e-06,"Acinar","CD44"
"RPS5.1",2.2775461514862e-10,0.656722916273862,0.352,0.327,4.97734935945794e-06,"Acinar","RPS5"
"SOX4.2",2.89468201657744e-10,0.903440520927455,0.169,0.126,6.32603807902835e-06,"Acinar","SOX4"
"NEAT1.3",4.24627813682034e-10,0.654124288271889,0.322,0.284,9.27981624020717e-06,"Acinar","NEAT1"
"SPP1.2",5.9515725072721e-10,-0.729125840273182,0.105,0.162,1.30065665573924e-05,"Acinar","SPP1"
"RPS16.1",9.11215016255653e-10,0.4333324611323,0.467,0.455,1.9913692965251e-05,"Acinar","RPS16"
"RPS7P10",1.02030757637998e-09,0.29441957163795,0.204,0.151,2.22978017742081e-05,"Acinar","RPS7P10"
"RPS7P8",1.07933509350306e-09,0.295751002738651,0.19,0.139,2.35877891334159e-05,"Acinar","RPS7P8"
"AL133260.1",1.55749137089133e-09,0.397281732481625,0.114,0.074,3.4037416419459e-05,"Acinar","AL133260.1"
"RPL23.1",1.65169321188277e-09,0.443359236936965,0.463,0.448,3.60961034524861e-05,"Acinar","RPL23"
"RPL13A.2",2.17509248169013e-09,0.539181265811619,0.47,0.421,4.75344710948561e-05,"Acinar","RPL13A"
"RPS7P11",2.23024459174481e-09,0.288613028906821,0.206,0.154,4.8739765307991e-05,"Acinar","RPS7P11"
"MTATP6P1.1",2.39591447567224e-09,-0.261058593558768,0.396,0.482,5.23603149513411e-05,"Acinar","MTATP6P1"
"FUNDC2.1",2.99047839967694e-09,0.310524427810305,0.056,0.104,6.53539149465399e-05,"Acinar","FUNDC2"
"BACE2.1",3.0341092996275e-09,0.880575958628644,0.176,0.136,6.63074246340594e-05,"Acinar","BACE2"
"AL356535.1",4.6754793358933e-09,0.274437733160561,0.114,0.075,0.000102177925406612,"Acinar","AL356535.1"
"RPL10AP2",4.90831581485314e-09,0.483038943668016,0.179,0.133,0.0001072663338178,"Acinar","RPL10AP2"
"PTP4A1.1",5.25906123017729e-09,0.59587173486581,0.295,0.256,0.000114931524124294,"Acinar","PTP4A1"
"AL049629.2.1",7.40513067491188e-09,0.435203856165379,0.122,0.083,0.000161831725769524,"Acinar","AL049629.2"
"RPL13AP5",1.08785904464337e-08,0.401002556219227,0.185,0.139,0.000237740715616363,"Acinar","RPL13AP5"
"AC008481.1",1.10528236986829e-08,0.258759290425701,0.113,0.075,0.000241548409111015,"Acinar","AC008481.1"
"SSR3.1",1.24921639668368e-08,0.326301359618604,0.057,0.104,0.00027300375133125,"Acinar","SSR3"
"AL138721.1",2.06897519657396e-08,0.25849882619139,0.112,0.075,0.000452153839459273,"Acinar","AL138721.1"
"PPIA.1",2.16551728203977e-08,0.506002446163441,0.419,0.405,0.000473252146816971,"Acinar","PPIA"
"AL135905.2.1",2.17642588389547e-08,0.579597222984803,0.296,0.261,0.000475636112666515,"Acinar","AL135905.2"
"LDHA.2",5.4510004081664e-08,0.854068160965487,0.212,0.177,0.00119126162920068,"Acinar","LDHA"
"HDGF.1",1.23598495467311e-07,0.322517071702512,0.075,0.124,0.00270112151994262,"Acinar","HDGF"
"RPS7P1",1.33211434133203e-07,0.277202358756417,0.197,0.153,0.00291120268154702,"Acinar","RPS7P1"
"COL6A1.3",1.67762601504651e-07,-0.430659419258935,0.064,0.105,0.00366628389328265,"Acinar","COL6A1"
"OSTC",2.98363411921374e-07,0.28817320166402,0.062,0.105,0.0065204340041297,"Acinar","OSTC"
"IDH2.1",3.19076089606959e-07,0.37884404383315,0.101,0.152,0.00697308886227049,"Acinar","IDH2"
"RPL7.2",3.86587021389488e-07,0.5307636089103,0.413,0.397,0.00844847276544587,"Acinar","RPL7"
"ANGPTL4",4.25704620887751e-07,0.901956418343187,0.101,0.071,0.0093033487848809,"Acinar","ANGPTL4"
"RPS3.2",4.37806711678847e-07,0.331008140886463,0.46,0.442,0.00956782787702953,"Acinar","RPS3"
"RPL13AP25",6.53667212855948e-07,0.296129598019666,0.131,0.096,0.0142852432697539,"Acinar","RPL13AP25"
"C4orf3",7.26874768418946e-07,0.303031539103299,0.121,0.18,0.0158851211890276,"Acinar","C4orf3"
"RPL7P9",7.83099380337637e-07,0.315546029294495,0.103,0.071,0.0171138538578987,"Acinar","RPL7P9"
"AC246787.1.1",7.94966096947013e-07,0.410763065816359,0.13,0.096,0.01737318908268,"Acinar","AC246787.1"
"TM9SF3",1.50869010935962e-06,0.270651666255311,0.075,0.119,0.0329709136499451,"Acinar","TM9SF3"
"PSME1.1",1.70637044194273e-06,0.288801307563016,0.069,0.11,0.0372910196382165,"Acinar","PSME1"
"RPLP0.2",2.32440819546184e-06,0.622978221108478,0.325,0.307,0.0507976167036231,"Acinar","RPLP0"
"RPL26.1",6.25854253150627e-06,0.437397104379152,0.413,0.401,0.136774188483538,"Acinar","RPL26"
"NFKBIA.2",8.36258354307866e-06,0.917967926874978,0.122,0.095,0.182755900750441,"Acinar","NFKBIA"
"RBP4.2",9.56174829727697e-06,-0.387194946213062,0.157,0.204,0.208962447288691,"Acinar","RBP4"
"MCL1.1",9.88989482753596e-06,0.358611674126236,0.092,0.137,0.216133761560971,"Acinar","MCL1"
"NDRG1.2",1.59591530669313e-05,0.604151711090556,0.264,0.24,0.348771331124717,"Acinar","NDRG1"
"GCG.1",1.85204059580397e-05,-0.708288010163685,0.786,0.798,0.404744951806999,"Acinar","GCG"
"RPS6.3",2.19627446055919e-05,0.439841641986556,0.378,0.375,0.479973820610605,"Acinar","RPS6"
"CSTB",3.58457582021652e-05,0.299035578917265,0.158,0.215,0.783373199750118,"Acinar","CSTB"
"RPL19.1",3.91397502887792e-05,0.271929289530803,0.533,0.544,0.85536010281098,"Acinar","RPL19"
"B4GALT1.1",4.61410049492013e-05,0.626396605038564,0.118,0.092,1,"Acinar","B4GALT1"
"PSMA7.1",6.52698249305298e-05,0.300486336637461,0.098,0.14,1,"Acinar","PSMA7"
"CDKN1C.2",6.68671663720863e-05,-0.37172212364884,0.446,0.516,1,"Acinar","CDKN1C"
"SMIM14",9.6217387825757e-05,0.387717251508676,0.08,0.116,1,"Acinar","SMIM14"
"EEF1G.1",0.000123395643008413,0.261108954885029,0.449,0.442,1,"Acinar","EEF1G"
"PLP2",0.000131464873112281,0.267156723878539,0.113,0.156,1,"Acinar","PLP2"
"RPL37A.2",0.000134132813261291,0.257857288738593,0.474,0.48,1,"Acinar","RPL37A"
"TRAM1",0.000148599672280258,1.04693861451136,0.12,0.099,1,"Acinar","TRAM1"
"RPL17.2",0.000149583862260968,0.386292076336566,0.447,0.439,1,"Acinar","RPL17"
"RPL13AP7.1",0.000156643787894134,0.665254777985932,0.292,0.28,1,"Acinar","RPL13AP7"
"PMEPA1.3",0.000164164634066857,-0.26172563631545,0.111,0.145,1,"Acinar","PMEPA1"
"ACTB.3",0.00019045669906775,0.322155315352613,0.47,0.48,1,"Acinar","ACTB"
"HNRNPA3.1",0.000220202139686874,0.416433217916516,0.106,0.148,1,"Acinar","HNRNPA3"
"SRP72",0.000225987479834979,0.273968120383183,0.076,0.108,1,"Acinar","SRP72"
"RPL32.2",0.000226490480208995,0.474113382519085,0.358,0.353,1,"Acinar","RPL32"
"MYDGF.1",0.000355333383675145,0.341948011591226,0.109,0.15,1,"Acinar","MYDGF"
"MYL12B.1",0.000373168811021104,0.363796305275716,0.109,0.15,1,"Acinar","MYL12B"
"PDIA6",0.000416147095270653,0.354005791321455,0.131,0.176,1,"Acinar","PDIA6"
"RPL29.1",0.000448908737280127,0.701058624400761,0.269,0.267,1,"Acinar","RPL29"
"RPL8.2",0.000464693685805875,0.356406348358224,0.408,0.426,1,"Acinar","RPL8"
"CIB1",0.000483716493862948,0.552039434295219,0.316,0.313,1,"Acinar","CIB1"
"CLDN7.1",0.000905412068199707,0.315074140994432,0.117,0.156,1,"Acinar","CLDN7"
"EPB41L4A-AS1",0.00101376156735823,0.296436784844661,0.082,0.113,1,"Acinar","EPB41L4A-AS1"
"RAB13.1",0.0013554190997354,0.307123190392586,0.156,0.204,1,"Acinar","RAB13"
"TSPAN13.2",0.00141583198502085,0.596038364557754,0.216,0.2,1,"Acinar","TSPAN13"
"TAF10",0.00151786451219085,0.478683487427783,0.076,0.106,1,"Acinar","TAF10"
"AK3",0.00177181570650654,0.481268508417461,0.117,0.154,1,"Acinar","AK3"
"KRT8.3",0.00183137903377078,0.31990867088506,0.109,0.144,1,"Acinar","KRT8"
"RPSA.2",0.00186242341612741,0.541253317218497,0.328,0.325,1,"Acinar","RPSA"
"MDK",0.00240322641551618,0.330593638183333,0.129,0.168,1,"Acinar","MDK"
"TAGLN2.1",0.00253294826255963,0.423469509963846,0.323,0.322,1,"Acinar","TAGLN2"
"SRP14",0.00399090548969059,0.312290381834008,0.457,0.48,1,"Acinar","SRP14"
"RPL28.1",0.00625698252742299,0.267106832879015,0.209,0.266,1,"Acinar","RPL28"
"RAB11FIP1.1",0.00743818064155728,0.490395668532189,0.095,0.123,1,"Acinar","RAB11FIP1"
"SNHG5.1",0.00757583812110882,0.471903711799691,0.134,0.172,1,"Acinar","SNHG5"
"TTR.3",0,2.37543952691254,0.899,0.413,0,"Alpha","TTR"
"GCG.2",0,2.24570812858058,0.943,0.781,0,"Alpha","GCG"
"TM4SF4.2",4.14772226182553e-301,2.1476956100262,0.547,0.17,9.06443223099351e-297,"Alpha","TM4SF4"
"CHGB.4",2.44725324913891e-185,1.58206675731939,0.648,0.333,5.34822725066816e-181,"Alpha","CHGB"
"ALDH1A1.2",1.16831668037125e-171,1.92202101529486,0.493,0.21,2.55323927328334e-167,"Alpha","ALDH1A1"
"CLU.2",7.22128721053725e-157,1.37159375692746,0.689,0.424,1.57814010699081e-152,"Alpha","CLU"
"INS.4",6.0822242067859e-143,-1.99323193356741,0.361,0.696,1.32920927815099e-138,"Alpha","INS"
"VGF.3",1.98818634659092e-96,1.14445179672964,0.65,0.429,4.3449824418398e-92,"Alpha","VGF"
"IRX2",2.80214813183034e-94,1.78705010432809,0.199,0.058,6.12381452730203e-90,"Alpha","IRX2"
"REG1A.4",7.06069228909241e-89,-2.45775233353732,0.19,0.459,1.54304369285825e-84,"Alpha","REG1A"
"IER3.3",7.70541468878912e-85,-1.13579683172788,0.25,0.522,1.68394132608797e-80,"Alpha","IER3"
"MT-ND4.1",1.33693251124728e-81,-0.52071075660137,0.96,0.982,2.92173231007982e-77,"Alpha","MT-ND4"
"DLK1.2",1.18333439516208e-79,-1.48251602936974,0.152,0.41,2.58605898718722e-75,"Alpha","DLK1"
"MUC13",3.359634465579e-78,1.84113624294203,0.192,0.063,7.34214516107635e-74,"Alpha","MUC13"
"SCG5.4",9.11427860676104e-73,1.01180295569514,0.5,0.302,1.99183444672156e-68,"Alpha","SCG5"
"IAPP.2",4.26148273698791e-70,-1.02844787881204,0.322,0.584,9.31304437341338e-66,"Alpha","IAPP"
"CDKN1C.3",2.03224909295133e-66,-1.2940254181957,0.3,0.531,4.44127716773584e-62,"Alpha","CDKN1C"
"MALAT1.4",1.0031374249277e-65,0.657688874227389,0.872,0.744,2.19225652843699e-61,"Alpha","MALAT1"
"SST.4",1.21471228235942e-63,-0.698152548838116,0.549,0.78,2.65463222186828e-59,"Alpha","SST"
"MT-RNR2",1.68021667271494e-63,-0.425653839039238,0.994,0.994,3.67194551655123e-59,"Alpha","MT-RNR2"
"AL049839.2.4",2.26757463895711e-63,-2.18592588181573,0.033,0.214,4.95555761597686e-59,"Alpha","AL049839.2"
"CFC1B.2",9.99492213830788e-62,1.09783610926482,0.445,0.271,2.1842902841058e-57,"Alpha","CFC1B"
"PCSK2.3",1.92455955093193e-61,1.25812645791615,0.403,0.238,4.20593244260664e-57,"Alpha","PCSK2"
"CPE.3",2.89945892682022e-61,0.742182706327624,0.666,0.483,6.33647753867291e-57,"Alpha","CPE"
"TMSB4X.3",6.72129100105904e-59,-1.33104308053217,0.178,0.392,1.46887093537144e-54,"Alpha","TMSB4X"
"SCG2.2",6.28531075021716e-56,0.984068884473094,0.564,0.401,1.37359181135246e-51,"Alpha","SCG2"
"CFC1.4",7.31222049033603e-56,1.07889764393489,0.474,0.31,1.59801266595804e-51,"Alpha","CFC1"
"SERPINA3.4",1.40587012282744e-55,-1.7051727098208,0.032,0.196,3.07238856642709e-51,"Alpha","SERPINA3"
"MT-ND1.1",9.3408850118805e-53,-0.471730837349389,0.965,0.984,2.04135701049637e-48,"Alpha","MT-ND1"
"ANXA2.2",3.232901697492e-52,-1.23162932800901,0.169,0.371,7.06518336969902e-48,"Alpha","ANXA2"
"TIMP2.2",2.74879354041911e-51,-1.19581280667988,0.068,0.247,6.00721340323193e-47,"Alpha","TIMP2"
"OLFM4.3",5.50410905886813e-51,-2.08304726808663,0.052,0.217,1.20286799372504e-46,"Alpha","OLFM4"
"GC",2.29411204021955e-50,1.47509466268228,0.151,0.055,5.0135524526958e-46,"Alpha","GC"
"REG1B.4",3.49051651613582e-50,-2.51476022666451,0.049,0.207,7.62817479436321e-46,"Alpha","REG1B"
"COL6A3.3",4.06812128493907e-50,-0.917014384915719,0.349,0.563,8.89047225610585e-46,"Alpha","COL6A3"
"GDF15.3",1.31042771776535e-47,-1.85147926495143,0.065,0.225,2.8638087344044e-43,"Alpha","GDF15"
"IFITM3.4",5.78073168218257e-47,-1.66245458032662,0.048,0.201,1.26332110182418e-42,"Alpha","IFITM3"
"MT-ATP6.1",6.25080616608671e-47,-0.383535606899276,0.958,0.978,1.36605117953659e-42,"Alpha","MT-ATP6"
"PRSS2.4",1.60458517704157e-46,-2.57200446508837,0.029,0.171,3.50666044590664e-42,"Alpha","PRSS2"
"LDB1.3",1.16745652044252e-45,-0.841876958200765,0.288,0.501,2.55135947977509e-41,"Alpha","LDB1"
"CD99.3",1.68705284680787e-44,0.949184613212207,0.461,0.323,3.68688529141391e-40,"Alpha","CD99"
"CTSD.1",3.57806790984e-43,-1.08136706390435,0.112,0.286,7.81950961016433e-39,"Alpha","CTSD"
"SP100.3",2.54479098380095e-41,-0.792694912736548,0.474,0.658,5.5613862159986e-37,"Alpha","SP100"
